Employee_ID,Name,Gender,Age,Department,City,Experience_Years,Education_Level,Job_Level,Salary,Performance_Score,Joining_Date,Is_Remote,Employment_Type,Monthly_Work_Hours,Projects_Completed,Training_Hours,Satisfaction_Score,Attrition,Email
1499,Anam Butt,Female,36,Operations,Multan,14,Bachelor,Mid,112693,7.5,2020-03-09,False,Full-time,169,20,11,4.8,No,anam.butt1499@company.com
1500,Hamza Iqbal,Male,26,HR,Multan,6,Intermediate,Junior,51273,8.6,2026-06-06,False,Contract,141,28,65,4.7,Yes,hamza.iqbal1500@company.com
1203,Taha Siddiqui,Male,43,Operations,karachi,5,Intermediate,Mid,88875,6.6,2014-01-23,True,Full-time,154,32,19,4.8,No,
1080,Maria Iqbal,Male,53,IT,Multan,10,Bachelor,Mid,88466,5.9,2017-09-18,False,Full-time,186,16,56,3.4,No,
1229,Laiba Malik,Female,31,IT,Islamabad,7,Bachelor,Senior,133074,6.4,2022-01-23,True,Full-time,182,31,59,2.8,No,laiba.malik1229@company.com
1119,Abdullah Khan,Male,34,HR,Lahore,14,Intermediate,Mid,108059,6.2,2014-12-29,False,Full-time,209,14,7,1.6,No,abdullah.khan1119@company.com
1374,Hamza Tariq,Female,31, Sales,Islamabad,11,Bachelor,Mid,102000,9.1,2026-01-07,True,Full-time,146,20,73,2.6,No,hamza.tariq1374@company.com
1372,Anam Sheikh,Male,42,Operations,Lahore,13,Master,Manager,227869,5.3,2019-06-24,True,Full-time,179,6,8,4.5,Yes,anam.sheikh1372@company.com
1223,Farhan Qureshi,Male,48,HR,lahore,17,MPhil,Senior,135137,5.1,2021-06-10,True,Full-time,146,12,32,3.2,No,farhan.qureshi1223@company.com
1189,Danish Qureshi,Male,25,Sales,Multan,5,MPhil,Junior,69999,5.1,2018-04-29,True,Contract,171,3,58,1.2,No,danish.qureshi1189@company.com
1076,Farhan Iqbal,Male,53,Operations,Faisalabad,18,Intermediate,Mid,142976,8.2,2021-03-18,False,Full-time,147,29,13,4.2,No,farhan.iqbal1076@company.com
1462,Taha Malik,Female,56,Marketing,Islambad,6,MPhil,Manager,201897,6.0,2021-12-31,False,Full-time,191,21,1,2.6,No,taha.malik1462@company.com
1246,Noor Noor,Female,46,IT,Karach,5,MPhil,Mid,79091,7.5,2021-08-17,True,Contract,172,35,73,2.0,No,noor.noor1246@company.com
1048,Noor Qureshi,Male,31,Sales,Rawalpindi,0,MPhil,Junior,52120,9.6,2017-06-15,False,Contract,177,33,34,2.7,No,noor.qureshi1048@company.com
1254,Fatima Chaudhry,Male,24,Marketing,,4,MPhil,Lead,159728,8.6,2019-10-30,False,Full-time,211,17,44,1.1,Yes,no_email
1093,Ahmed Qureshi,Female,43, Sales,Rawalpindi,17,Master,Lead,178778,8.9,2025-05-30,True,Full-time,165,9,30,4.2,Yes,ahmed.qureshi1093@company.com
1236,Danish Khan,Male,24,Finance,Islamabad,4,MPhil,Mid,74426,,2020-05-11,True,Full-time,217,31,61,1.7,No,danish.khan1236@company.com
1095,Hassan Aslam,Male,29,Operations,Rawalpindi,1,Intermediate,Mid,69817,5.8,2019-01-22,Yes,Contract,206,19,10,2.0,No,hassan.aslam1095@company.com
1418,Hira Aslam,Male,47,HR,Lahore,11,Master,Junior,64101,6.8,2022-05-26,False,Full-time,143,10,18,4.1,No,hira.aslam1418@company.com
1442,Fatima Raza,Female,49,Marketing,Multan,18,Master,Junior,77004,6.0,2017-11-27,Yes,Contract,162,22,70,2.0,No,fatima.raza1442@company.com
1091,Farhan Malik,Female,45,IT,Rawalpindi,4,MPhil,Manager,206791,8.7,2017-02-01,False,Full-time,223,18,31,4.8,Yes,farhan.malik1091@company.com
1097,Bilal Butt,Male,57, it ,Rawalpindi,20,Intermediate,Mid,141557,6.4,2020-10-10,False,Full-time,227,26,38,2.8,No,bilal.butt1097@company.com
